City,Population_Density_per_km2,Industrial_Activity_Level,Plastic_Waste_per_day_tonnes,Nearby_Water_Body,Wastewater_Treatment_Quality,Waste_Disposal_Regulation,Plastic_Recycling_Effort,Proximity_to_Ecosensitive_Zone,Uncollected_Plastic_Waste_tonnes_per_day,Annual_Rainfall_mm,Surface_Water_pH,Plastic_Bottle_Usage_per_1000_people,Wastewater_Discharge_MLD,Distance_to_Nearest_Water_Body_km,Microplastic_Risk_Level
City_934,9075,Low,342,No,Average,Well Regulated,Low,Yes,187,830,6.810168550164669,4186,20,14.291564872491119,Low
City_935,13981,Low,576,No,Good,Well Regulated,Low,No,300,1739,6.816270132022079,1586,235,10.94749201584805,Low
City_936,15781,Low,62,No,Average,Well Regulated,Low,No,253,1602,7.716205947901787,1948,398,17.137892105802344,Low
City_937,24591,Low,182,No,Good,Unregulated,Low,Yes,176,1353,8.060325954889608,1929,179,9.15760734937142,Low
City_938,7532,Low,179,Yes,Good,Unregulated,Low,No,242,947,7.01841740805786,1546,273,9.43997381984865,Low
City_939,20801,Medium,608,No,Average,Well Regulated,High,No,69,1155,6.969380985678658,2147,162,10.00799023276719,Medium
City_940,12781,High,770,Yes,Average,Well Regulated,Low,Yes,194,1124,7.575178967143231,3627,315,22.852839396476853,Low
City_941,13882,Medium,384,No,Average,Unregulated,Moderate,Yes,300,1258,6.237057620897631,1212,236,1.0,Low
City_942,18730,High,370,No,Average,Partially Regulated,Moderate,No,140,1563,7.375593337226233,3173,137,16.314748583437925,Low
City_943,6699,High,421,No,Average,Partially Regulated,High,Yes,85,1407,7.612462435219443,500,448,13.847425251356205,Low
City_944,16773,Medium,653,Yes,Average,Partially Regulated,High,Yes,103,874,7.704941107040774,1864,393,2.135567825073462,Medium
City_945,15327,Medium,209,Yes,Average,Well Regulated,Moderate,No,64,1543,6.0,2171,183,15.72837083042017,Low
City_946,17509,High,457,No,Average,Partially Regulated,Low,Yes,91,1253,6.666204083238874,4824,334,16.862074809601005,Medium
City_947,16149,Low,614,Yes,Poor,Unregulated,Low,No,127,1355,6.581965824620604,2243,339,17.639754383276227,Low
City_948,26000,High,513,No,Average,Well Regulated,Moderate,No,37,1567,7.28677372566995,500,353,1.0,Medium
City_949,9945,Low,446,No,Average,Unregulated,High,Yes,161,865,7.561201376497917,500,33,22.943796800459253,Low
City_950,10659,Medium,619,No,Good,Well Regulated,Low,Yes,238,1158,8.293257391258088,2652,403,8.575761293746567,Low
City_951,10043,Medium,50,No,Poor,Well Regulated,Moderate,No,80,1023,6.858151727852655,3419,187,18.301631226053136,Low
City_952,10496,Medium,550,Yes,Poor,Unregulated,Low,No,292,741,6.856273236359726,3104,216,18.673825946069062,Low
City_953,9947,Low,267,No,Average,Well Regulated,High,No,204,1262,8.04319825267076,2829,500,7.626869650988775,Low
City_954,22171,Low,50,No,Good,Well Regulated,High,Yes,250,1800,7.4284990494911405,4145,307,18.123354023933008,Low
City_955,23721,Low,515,No,Poor,Unregulated,High,No,102,667,8.128208589249418,1893,212,10.981057513734822,Low
City_956,10393,Medium,698,Yes,Poor,Partially Regulated,Moderate,No,234,1159,7.4228434848051155,3791,20,1.0,Low
City_957,8643,Medium,377,No,Poor,Unregulated,High,No,64,1342,6.381037527453065,500,456,21.587331465788623,Low
City_958,17368,Low,609,Yes,Poor,Well Regulated,High,No,237,1201,6.2542119526707785,1409,81,8.32100166874804,Low
City_959,10517,Low,749,No,Poor,Well Regulated,Moderate,No,175,1137,6.096855042644949,500,128,7.778487198733489,Low
City_960,18449,High,686,No,Good,Partially Regulated,High,Yes,208,814,7.691842647020561,2243,220,10.861062743229168,Low
City_961,15571,High,755,Yes,Good,Well Regulated,High,No,57,1231,8.071245590748209,2546,459,15.472369814113843,Low
City_962,4069,Medium,564,No,Good,Unregulated,High,No,81,962,8.5,2758,371,13.22232871881208,Low
City_963,24571,Low,422,Yes,Poor,Well Regulated,High,Yes,212,571,7.822301072171118,2689,244,17.35587768341906,Low
City_964,26000,Low,65,No,Average,Well Regulated,Low,Yes,77,1493,8.052685440325508,1379,308,4.46669029098215,Low
City_965,10112,Low,354,Yes,Poor,Unregulated,Moderate,No,200,1429,6.796868182402646,2355,183,8.54401102839592,Low
City_966,11619,Medium,227,No,Average,Well Regulated,Moderate,No,40,1182,6.381542491579701,625,285,12.821313422731668,Low
City_967,16127,High,800,Yes,Good,Well Regulated,Low,Yes,234,1230,7.827326200553289,4411,275,25.0,Low
City_968,16452,Medium,369,No,Poor,Well Regulated,Low,No,52,1461,7.515760621505585,2205,398,12.836230523235207,Low
City_969,18621,Medium,432,No,Average,Partially Regulated,Low,Yes,208,1229,7.292219238271194,1960,398,21.023845550008634,Low
City_970,26000,Medium,523,No,Good,Well Regulated,High,No,214,1414,7.493921221027732,4710,333,13.876674159141897,Low
City_971,13029,Low,415,No,Average,Well Regulated,High,No,99,1087,7.4476718839465565,963,216,10.310734622099147,Low
City_972,8871,High,767,No,Good,Partially Regulated,Moderate,No,210,1525,8.13985656046946,1117,367,11.928641059846738,Low
City_973,4982,Low,274,No,Average,Unregulated,High,Yes,182,1255,8.147904205443249,1156,253,12.463345170377288,Low
City_974,9321,Low,448,Yes,Good,Unregulated,High,Yes,112,1221,7.606938959236649,2517,117,17.73539788914212,Low
City_975,13992,High,248,Yes,Good,Well Regulated,Low,No,71,822,7.824244789669997,3178,210,22.999939782582743,Low
City_976,26000,Low,125,Yes,Poor,Well Regulated,Low,No,10,1246,7.585208701959605,3586,277,16.069482432521394,Low
City_977,10749,Low,276,Yes,Poor,Partially Regulated,High,No,190,941,6.882503315442339,5000,390,21.71936575144465,Low
City_978,15711,Medium,398,No,Average,Well Regulated,High,No,23,994,7.759944044943976,500,240,7.025328544675446,Low
City_979,14103,High,315,No,Poor,Partially Regulated,Low,Yes,168,946,6.209994055842427,3413,100,10.782093536961229,Low
City_980,22167,Medium,259,No,Average,Well Regulated,Low,No,136,877,7.97418346423169,1870,273,8.667496592739354,Low
City_981,26000,Medium,107,Yes,Average,Unregulated,High,Yes,219,1747,6.354084335159864,1831,281,15.76058643101795,Low
City_982,10660,Medium,388,No,Average,Unregulated,Low,Yes,133,1531,7.420736075246246,1787,291,11.16225090625043,Low
City_983,10938,Medium,86,No,Poor,Partially Regulated,Low,Yes,131,1691,6.605822786584975,1404,391,18.596658079791812,Low
City_984,21202,Medium,568,Yes,Poor,Partially Regulated,Moderate,Yes,223,835,7.6135454326958385,4837,405,7.2560502459148175,Low
City_985,18777,Medium,424,No,Average,Well Regulated,Low,No,189,1187,7.19035511709544,3722,184,13.907237212374644,Low
City_986,26000,Low,96,Yes,Average,Well Regulated,High,No,187,816,6.065695709832771,2638,181,18.303612614119405,Low
City_987,18121,Low,340,Yes,Average,Partially Regulated,Low,No,201,978,7.517935880070243,4395,123,1.0,Low
City_988,11809,High,246,No,Good,Partially Regulated,Moderate,No,25,918,6.798378138939783,605,361,25.0,Low
City_989,18166,High,474,No,Good,Partially Regulated,High,No,226,1506,7.849711863454989,846,464,11.679895965347368,Low
City_990,21634,High,691,No,Average,Well Regulated,Low,No,213,1060,7.215755227415415,500,222,1.0,Medium
City_991,19705,High,50,Yes,Poor,Well Regulated,High,Yes,71,1459,7.499721306238513,1681,232,14.69294496182097,Low
City_992,17608,High,431,No,Average,Partially Regulated,High,No,138,1332,6.524821957462263,2821,466,13.841768885081931,Low
City_993,21352,High,372,Yes,Poor,Well Regulated,Low,Yes,156,1795,6.790155594691154,2743,335,13.054183827429,Low
City_994,22039,High,549,Yes,Good,Partially Regulated,High,Yes,148,765,6.884327101195363,2805,325,20.38175337602852,Low
City_995,23464,Medium,451,No,Good,Well Regulated,Moderate,Yes,189,1511,7.832098521698203,739,102,18.71733165331795,Low
City_996,18555,High,246,No,Poor,Well Regulated,Low,No,285,1480,8.423437094571739,3670,358,15.647449031373757,Low
City_997,13095,Medium,338,Yes,Poor,Well Regulated,Low,No,254,903,6.634632037928375,2924,138,16.687289954243845,Low
City_998,15195,High,237,No,Average,Well Regulated,Low,No,45,1442,7.990724878380688,3577,110,12.900787816174226,Low
City_999,22288,Medium,635,Yes,Good,Well Regulated,Low,No,214,1259,6.0,500,218,25.0,Low
City_1000,8746,Medium,411,No,Poor,Well Regulated,High,No,276,1106,6.354324667054519,3019,185,3.512702733760033,Low
